movie_id,user_id,rating
0,0,5.0
0,1,4.0
0,4,4.0
0,5,4.0
0,9,4.0
0,12,3.0
0,14,1.0
0,15,5.0
0,16,4.0
0,17,5.0
0,19,3.0
0,20,5.0
0,22,5.0
0,24,5.0
0,25,3.0
0,37,5.0
0,40,4.0
0,41,5.0
0,42,5.0
0,43,4.0
0,44,5.0
0,48,2.0
0,53,4.0
0,55,4.0
0,56,5.0
0,57,5.0
0,58,2.0
0,61,2.0
0,62,3.0
0,63,4.0
0,64,3.0
0,65,3.0
0,66,3.0
0,69,4.0
0,71,4.0
0,72,2.0
0,74,4.0
0,76,5.0
0,78,4.0
0,80,4.0
0,81,4.0
0,82,4.0
0,83,2.0
0,88,5.0
0,91,4.0
0,92,5.0
0,93,4.0
0,94,5.0
0,95,5.0
0,96,4.0
0,98,4.0
0,100,3.0
0,101,3.0
0,105,4.0
0,107,4.0
0,108,4.0
0,116,4.0
0,119,4.0
0,120,4.0
0,123,3.0
0,124,4.0
0,127,4.0
0,129,5.0
0,130,4.0
0,133,5.0
0,136,3.0
0,137,4.0
0,140,3.0
0,143,4.0
0,144,3.0
0,147,4.0
0,149,4.0
0,150,5.0
0,156,5.0
0,157,4.0
0,159,4.0
0,161,4.0
0,167,5.0
0,173,3.0
0,176,3.0
0,177,4.0
0,180,3.0
0,181,4.0
0,183,4.0
0,188,5.0
0,192,4.0
0,193,4.0
0,197,4.0
0,198,1.0
0,199,5.0
0,200,3.0
0,201,3.0
0,202,3.0
0,203,2.0
0,208,5.0
0,209,5.0
0,212,2.0
0,215,4.0
0,221,4.0
0,222,4.0
0,229,5.0
0,230,3.0
0,231,4.0
0,233,3.0
0,234,4.0
0,241,4.0
0,242,4.0
0,243,4.0
0,245,4.0
0,246,4.0
0,247,3.0
0,248,4.0
0,249,4.0
0,250,4.0
0,251,5.0
0,252,5.0
0,253,3.0
0,255,5.0
0,261,3.0
0,262,5.0
0,264,5.0
0,267,3.0
0,270,3.0
0,273,4.0
0,274,4.0
0,275,5.0
0,276,4.0
0,278,3.0
0,279,4.0
0,285,4.0
0,286,5.0
0,288,3.0
0,289,5.0
0,290,5.0
0,291,4.0
0,292,2.0
0,293,5.0
0,294,4.0
0,295,5.0
0,296,3.0
0,297,5.0
0,298,3.0
0,300,4.0
0,302,5.0
0,304,5.0
0,306,5.0
0,307,4.0
0,310,4.0
0,311,5.0
0,312,4.0
0,313,5.0
0,319,3.0
0,321,2.0
0,323,5.0
0,324,2.0
0,325,3.0
0,326,4.0
0,329,5.0
0,330,1.0
0,331,4.0
0,335,3.0
0,337,3.0
0,338,5.0
0,339,5.0
0,342,5.0
0,343,3.0
0,344,3.0
0,346,4.0
0,347,4.0
0,349,4.0
0,356,5.0
0,358,4.0
0,359,3.0
0,362,2.0
0,364,4.0
0,370,4.0
0,373,4.0
0,377,4.0
0,378,4.0
0,379,4.0
0,380,5.0
0,386,4.0
0,387,5.0
0,388,4.0
0,389,5.0
0,392,3.0
0,393,4.0
0,394,5.0
0,395,4.0
0,397,5.0
0,398,4.0
0,400,2.0
0,401,5.0
0,402,4.0
0,405,4.0
0,406,4.0
0,410,4.0
0,411,4.0
0,415,5.0
0,416,4.0
0,418,4.0
0,421,3.0
0,423,1.0
0,424,2.0
0,428,3.0
0,431,2.0
0,433,4.0
0,434,5.0
0,437,4.0
0,440,5.0
0,444,3.0
0,446,3.0
0,449,4.0
0,453,3.0
0,454,4.0
0,455,2.0
0,456,4.0
0,457,4.0
0,458,4.0
0,459,2.0
0,462,1.0
0,464,4.0
0,466,4.0
0,467,5.0
0,469,3.0
0,470,4.0
0,471,5.0
0,477,4.0
0,478,5.0
0,482,4.0
0,483,5.0
0,485,4.0
0,486,5.0
0,487,3.0
0,489,3.0
0,492,3.0
0,493,3.0
0,494,4.0
0,496,4.0
0,499,4.0
0,502,5.0
0,504,3.0
0,507,5.0
0,511,4.0
0,513,5.0
0,516,3.0
0,517,4.0
0,520,2.0
0,522,5.0
0,524,4.0
0,525,5.0
0,531,5.0
0,532,4.0
0,533,5.0
0,534,3.0
0,535,5.0
0,536,2.0
0,539,3.0
0,540,4.0
0,541,4.0
0,544,5.0
0,547,4.0
0,548,5.0
0,549,3.0
0,551,3.0
0,552,3.0
0,553,3.0
0,559,4.0
0,560,2.0
0,561,2.0
0,566,3.0
0,568,4.0
0,575,4.0
0,576,5.0
0,578,4.0
0,579,3.0
0,581,4.0
0,587,4.0
0,591,4.0
0,592,3.0
0,596,3.0
0,598,4.0
0,601,4.0
0,604,4.0
0,605,5.0
0,608,1.0
0,609,4.0
0,611,4.0
0,612,4.0
0,613,5.0
0,617,4.0
0,619,5.0
0,620,3.0
0,621,3.0
0,623,4.0
0,629,4.0
0,631,3.0
0,633,3.0
0,634,4.0
0,635,3.0
0,636,4.0
0,641,5.0
0,642,5.0
0,647,5.0
0,648,5.0
0,649,3.0
0,652,4.0
0,653,4.0
0,654,2.0
0,656,3.0
0,657,4.0
0,659,3.0
0,660,5.0
0,662,4.0
0,663,4.0
0,664,4.0
0,668,5.0
0,673,4.0
0,675,5.0
0,676,4.0
0,677,5.0
0,678,3.0
0,679,4.0
0,681,4.0
0,683,4.0
0,688,3.0
0,689,4.0
0,690,5.0
0,691,4.0
0,696,5.0
0,697,4.0
0,698,3.0
0,700,4.0
0,702,4.0
0,704,5.0
0,705,4.0
0,707,5.0
0,708,4.0
0,709,4.0
0,713,3.0
0,714,5.0
0,715,5.0
0,720,5.0
0,722,3.0
0,725,4.0
0,726,3.0
0,729,4.0
0,730,2.0
0,732,2.0
0,734,4.0
0,737,5.0
0,741,4.0
0,743,4.0
0,744,2.0
0,745,4.0
0,746,5.0
0,747,4.0
0,748,4.0
0,750,3.0
0,755,4.0
0,756,4.0
0,758,5.0
0,760,1.0
0,762,4.0
0,763,4.0
0,766,5.0
0,767,5.0
0,768,4.0
0,769,5.0
0,770,5.0
0,772,3.0
0,776,4.0
0,778,4.0
0,784,4.0
0,785,4.0
0,787,3.0
0,788,3.0
0,789,3.0
0,791,4.0
0,792,4.0
0,793,4.0
0,794,4.0
0,795,2.0
0,797,4.0
0,799,4.0
0,803,5.0
0,804,4.0
0,805,4.0
0,806,4.0
0,814,5.0
0,816,4.0
0,820,5.0
0,821,4.0
0,822,4.0
0,825,4.0
0,828,4.0
0,829,4.0
0,830,4.0
0,834,3.0
0,837,5.0
0,838,4.0
0,842,3.0
0,846,3.0
0,851,4.0
0,853,3.0
0,863,5.0
0,864,1.0
0,866,4.0
0,867,4.0
0,869,5.0
0,871,3.0
0,878,4.0
0,879,4.0
0,880,4.0
0,881,5.0
0,882,3.0
0,884,5.0
0,885,4.0
0,886,5.0
0,888,3.0
0,889,4.0
0,891,5.0
0,892,5.0
0,893,4.0
0,894,4.0
0,895,4.0
0,896,5.0
0,898,3.0
0,900,5.0
0,901,5.0
0,902,3.0
0,906,5.0
0,909,4.0
0,912,2.0
0,915,4.0
0,916,3.0
0,917,3.0
0,918,4.0
0,920,3.0
0,921,5.0
0,922,3.0
0,923,5.0
0,926,5.0
0,928,3.0
0,929,3.0
0,931,4.0
0,932,3.0
0,933,2.0
0,934,3.0
0,935,4.0
0,937,4.0
0,940,5.0
0,943,1.0
0,944,1.0
0,947,1.0
0,948,1.0
0,952,1.0
0,955,1.0
0,957,1.0
0,958,1.0
0,959,1.0
0,960,1.0
0,962,1.0
0,963,1.0
0,965,1.0
0,967,1.0
0,968,1.0
0,980,1.0
0,983,1.0
0,984,1.0
0,985,1.0
0,986,1.0
0,987,1.0
0,991,1.0
0,996,1.0
0,998,1.0
0,999,1.0
0,1000,1.0
0,1001,1.0
0,1004,1.0
0,1005,1.0
0,1006,1.0
0,1007,1.0
0,1008,1.0
0,1009,1.0
0,1012,1.0
0,1014,1.0
0,1015,1.0
0,1017,1.0
0,1019,1.0
0,1021,1.0
0,1023,1.0
0,1024,1.0
0,1025,1.0
0,1026,1.0
0,1031,1.0
0,1034,1.0
0,1035,1.0
0,1036,1.0
0,1037,1.0
